N°,Classe,Année,Année_str,Year,Month
101230003327,4,202312,202312,2023,12
101230003344,8,202312,202312,2023,12
101230003346,1,202312,202312,2023,12
101230003357,4,202312,202312,2023,12
101230003354,4,202312,202312,2023,12
101230003363,8,202312,202312,2023,12
101230003355,8,202312,202312,2023,12
101230003356,8,202312,202312,2023,12
101230003359,8,202312,202312,2023,12
101230003364,4,202312,202312,2023,12
101230003367,8,202312,202312,2023,12
101230003366,8,202312,202312,2023,12
101230003371,8,202312,202312,2023,12
101230003119,4,202312,202312,2023,12
101230003127,4,202312,202312,2023,12
101230003124,4,202312,202312,2023,12
101230003129,4,202312,202312,2023,12
101230003128,4,202312,202312,2023,12
101230003133,4,202312,202312,2023,12
101230003131,8,202312,202312,2023,12
101230003132,8,202312,202312,2023,12
101230003146,2,202312,202312,2023,12
101230003137,8,202312,202312,2023,12
101230003139,8,202312,202312,2023,12
101230003140,4,202312,202312,2023,12
101230003142,8,202312,202312,2023,12
101230003145,7,202312,202312,2023,12
101230003149,4,202312,202312,2023,12
101230003148,8,202312,202312,2023,12
101230003151,4,202312,202312,2023,12
101230003150,8,202312,202312,2023,12
101230003164,4,202312,202312,2023,12
101230003168,4,202312,202312,2023,12
101230003157,4,202312,202312,2023,12
101230003158,4,202312,202312,2023,12
101230003167,8,202312,202312,2023,12
101230003163,8,202312,202312,2023,12
101230003162,4,202312,202312,2023,12
101230003160,4,202312,202312,2023,12
101230003182,4,202312,202312,2023,12
101230003172,8,202312,202312,2023,12
101230003174,4,202312,202312,2023,12
101230003177,2,202312,202312,2023,12
101230003190,4,202312,202312,2023,12
101230003181,4,202312,202312,2023,12
101230003189,8,202312,202312,2023,12
101230003184,4,202312,202312,2023,12
101230003187,4,202312,202312,2023,12
101230003193,4,202312,202312,2023,12
101230003196,4,202312,202312,2023,12
101230003197,4,202312,202312,2023,12
101230003198,3,202312,202312,2023,12
101230003199,4,202312,202312,2023,12
101230003208,9,202312,202312,2023,12
101230003214,8,202312,202312,2023,12
101230003203,8,202312,202312,2023,12
101230003204,4,202312,202312,2023,12
101230003202,4,202312,202312,2023,12
101230003206,9,202312,202312,2023,12
101230003205,4,202312,202312,2023,12
101230003209,4,202312,202312,2023,12
101230003212,8,202312,202312,2023,12
101230003219,4,202312,202312,2023,12
101230003247,4,202312,202312,2023,12
101230003254,8,202312,202312,2023,12
101230003258,8,202312,202312,2023,12
101230003264,4,202312,202312,2023,12
101230003265,8,202312,202312,2023,12
101230003273,4,202312,202312,2023,12
101230003274,8,202312,202312,2023,12
101230003280,4,202312,202312,2023,12
101230003281,4,202312,202312,2023,12
101230003282,8,202312,202312,2023,12
101230003283,4,202312,202312,2023,12
101230003293,8,202312,202312,2023,12
101230003289,4,202312,202312,2023,12
101230003323,8,202312,202312,2023,12
101230003315,4,202312,202312,2023,12
101230003299,8,202312,202312,2023,12
101230003309,4,202312,202312,2023,12
101230003313,2,202312,202312,2023,12
101230003314,8,202312,202312,2023,12
101230003311,3,202312,202312,2023,12
101230003350,1,202312,202312,2023,12
101230003317,4,202312,202312,2023,12
101230003318,4,202312,202312,2023,12
101230003322,4,202312,202312,2023,12
101230003328,3,202312,202312,2023,12
101230003351,8,202312,202312,2023,12
101230003335,3,202312,202312,2023,12
101230003337,4,202312,202312,2023,12
101230003347,4,202312,202312,2023,12
101230003348,4,202312,202312,2023,12
101230003368,4,202312,202312,2023,12
101230003358,8,202312,202312,2023,12
101230003365,8,202312,202312,2023,12
101230003360,4,202312,202312,2023,12
101230003362,4,202312,202312,2023,12
101230003370,8,202312,202312,2023,12
101230003138,4,202312,202312,2023,12
101230003144,1,202312,202312,2023,12
101230003141,3,202312,202312,2023,12
101230003153,4,202312,202312,2023,12
101230003175,4,202312,202312,2023,12
101230003169,4,202312,202312,2023,12
101230003179,4,202312,202312,2023,12
101230003188,8,202312,202312,2023,12
101230003195,4,202312,202312,2023,12
101230003296,4,202312,202312,2023,12
101230003092,2,202312,202312,2023,12
101230003093,3,202312,202312,2023,12
101060004474,2,202312,202312,2023,12
101060004479,1,202312,202312,2023,12
101060004527,1,202312,202312,2023,12
101060004557,8,202312,202312,2023,12
101060004558,1,202312,202312,2023,12
101070000446,1,202312,202312,2023,12
101070000452,1,202312,202312,2023,12
101070000769,1,202312,202312,2023,12
101070002783,1,202312,202312,2023,12
101070005417,1,202312,202312,2023,12
101070005438,1,202312,202312,2023,12
101070005445,4,202312,202312,2023,12
101070005446,1,202312,202312,2023,12
101180003124,5,202312,202312,2023,12
101180003126,9,202312,202312,2023,12
101180003127,3,202312,202312,2023,12
101180003131,2,202312,202312,2023,12
101180003135,3,202312,202312,2023,12
101180003138,3,202312,202312,2023,12
101180003139,2,202312,202312,2023,12
101180003142,2,202312,202312,2023,12
101180003143,3,202312,202312,2023,12
101180003146,2,202312,202312,2023,12
101180003148,3,202312,202312,2023,12
101180003149,9,202312,202312,2023,12
101180003153,3,202312,202312,2023,12
101180003162,1,202312,202312,2023,12
101180003163,3,202312,202312,2023,12
101180003166,2,202312,202312,2023,12
101180003168,2,202312,202312,2023,12
101180003169,3,202312,202312,2023,12
101180003173,3,202312,202312,2023,12
101190003279,1,202312,202312,2023,12
101190003322,1,202312,202312,2023,12
101190003326,5,202312,202312,2023,12
101190003337,3,202312,202312,2023,12
101190003339,3,202312,202312,2023,12
101190003343,2,202312,202312,2023,12
101190003344,2,202312,202312,2023,12
101190003348,3,202312,202312,2023,12
101190003349,3,202312,202312,2023,12
101220003453,4,202312,202312,2023,12
101220003454,3,202312,202312,2023,12
101220003455,3,202312,202312,2023,12
101220003456,4,202312,202312,2023,12
101220003458,3,202312,202312,2023,12
101220003459,4,202312,202312,2023,12
101220003460,5,202312,202312,2023,12
101220003461,4,202312,202312,2023,12
101220003462,8,202312,202312,2023,12
101220003463,4,202312,202312,2023,12
101220003464,8,202312,202312,2023,12
101220003465,1,202312,202312,2023,12
101220003466,4,202312,202312,2023,12
101220003467,4,202312,202312,2023,12
101220003468,4,202312,202312,2023,12
101220003469,8,202312,202312,2023,12
101220003470,4,202312,202312,2023,12
101220003471,4,202312,202312,2023,12
101220003472,4,202312,202312,2023,12
101220003474,4,202312,202312,2023,12
101220003475,4,202312,202312,2023,12
101220003476,4,202312,202312,2023,12
101220003477,8,202312,202312,2023,12
101220003478,4,202312,202312,2023,12
101220003482,8,202312,202312,2023,12
101220003483,4,202312,202312,2023,12
101220003484,4,202312,202312,2023,12
101220003547,4,202312,202312,2023,12
101220003548,4,202312,202312,2023,12
101220003552,4,202312,202312,2023,12
101220003553,8,202312,202312,2023,12
101220003554,1,202312,202312,2023,12
101220003556,2,202312,202312,2023,12
101220003560,7,202312,202312,2023,12
101220003561,4,202312,202312,2023,12
101220003562,8,202312,202312,2023,12
101220003563,8,202312,202312,2023,12
101220003567,8,202312,202312,2023,12
101220003572,4,202312,202312,2023,12
101220003573,4,202312,202312,2023,12
101220003574,4,202312,202312,2023,12
101220003577,4,202312,202312,2023,12
101220003578,8,202312,202312,2023,12
101110000314,3,202312,202312,2023,12
101110000333,1,202312,202312,2023,12
101110000338,1,202312,202312,2023,12
101110000340,1,202312,202312,2023,12
101110000341,1,202312,202312,2023,12
101110002137,1,202312,202312,2023,12
101110002191,1,202312,202312,2023,12
101110002664,1,202312,202312,2023,12
101110002665,1,202312,202312,2023,12
101110003864,1,202312,202312,2023,12
101120000272,2,202312,202312,2023,12
101120000281,1,202312,202312,2023,12
101120000282,1,202312,202312,2023,12
101120001215,6,202312,202312,2023,12
101120001216,1,202312,202312,2023,12
101120001217,1,202312,202312,2023,12
101120001319,1,202312,202312,2023,12
101120001321,1,202312,202312,2023,12
101120001328,2,202312,202312,2023,12
101120001343,1,202312,202312,2023,12
101120001346,1,202312,202312,2023,12
101120001348,1,202312,202312,2023,12
101120001426,1,202312,202312,2023,12
101120001429,6,202312,202312,2023,12
101120001913,2,202312,202312,2023,12
101120002374,5,202312,202312,2023,12
101120002384,5,202312,202312,2023,12
101120002385,1,202312,202312,2023,12
101190003508,2,202312,202312,2023,12
101190003510,4,202312,202312,2023,12
101190003513,1,202312,202312,2023,12
101190003515,3,202312,202312,2023,12
101190003516,3,202312,202312,2023,12
101190003518,3,202312,202312,2023,12
101190003520,3,202312,202312,2023,12
101190003524,2,202312,202312,2023,12
101190003526,2,202312,202312,2023,12
101190003527,3,202312,202312,2023,12
101190003528,2,202312,202312,2023,12
101190003531,3,202312,202312,2023,12
101190003534,2,202312,202312,2023,12
101200002708,2,202312,202312,2023,12
101200002819,3,202312,202312,2023,12
101200002830,2,202312,202312,2023,12
101200002847,4,202312,202312,2023,12
101200002848,3,202312,202312,2023,12
101200002852,4,202312,202312,2023,12
101200002854,4,202312,202312,2023,12
101200002856,4,202312,202312,2023,12
101200002859,4,202312,202312,2023,12
101200002863,1,202312,202312,2023,12
101200002865,3,202312,202312,2023,12
101200002866,1,202312,202312,2023,12
101220003580,8,202312,202312,2023,12
101220003581,8,202312,202312,2023,12
101220003582,9,202312,202312,2023,12
101220003589,5,202312,202312,2023,12
101220003593,5,202312,202312,2023,12
101220003594,8,202312,202312,2023,12
101220003595,4,202312,202312,2023,12
101220003599,2,202312,202312,2023,12
101220003602,4,202312,202312,2023,12
101220003603,8,202312,202312,2023,12
101220003605,8,202312,202312,2023,12
101220003606,4,202312,202312,2023,12
101220003607,8,202312,202312,2023,12
101220003608,4,202312,202312,2023,12
101220003609,1,202312,202312,2023,12
101220003610,8,202312,202312,2023,12
101220003612,8,202312,202312,2023,12
101220003613,8,202312,202312,2023,12
101220003618,2,202312,202312,2023,12
101220003623,8,202312,202312,2023,12
101220003624,8,202312,202312,2023,12
101120002390,4,202312,202312,2023,12
101120002396,1,202312,202312,2023,12
101120002397,1,202312,202312,2023,12
101120002776,1,202312,202312,2023,12
101120003338,1,202312,202312,2023,12
101120003441,1,202312,202312,2023,12
101120003470,1,202312,202312,2023,12
101120003473,1,202312,202312,2023,12
101120003475,1,202312,202312,2023,12
101120003486,1,202312,202312,2023,12
101120003505,5,202312,202312,2023,12
101120003532,1,202312,202312,2023,12
1011300003678,1,202312,202312,2023,12
101130001834,1,202312,202312,2023,12
101130001845,2,202312,202312,2023,12
101130001852,1,202312,202312,2023,12
101130001853,1,202312,202312,2023,12
101130001873,1,202312,202312,2023,12
101130001874,2,202312,202312,2023,12
101130001885,1,202312,202312,2023,12
101130001889,1,202312,202312,2023,12
101130001924,1,202312,202312,2023,12
101130001942,1,202312,202312,2023,12
101130001947,1,202312,202312,2023,12
101130001956,1,202312,202312,2023,12
101130001995,1,202312,202312,2023,12
101130001996,1,202312,202312,2023,12
101130002008,1,202312,202312,2023,12
101200002867,4,202312,202312,2023,12
101200002868,2,202312,202312,2023,12
101200002869,3,202312,202312,2023,12
101200002870,1,202312,202312,2023,12
101200002871,4,202312,202312,2023,12
101200002873,3,202312,202312,2023,12
101200002875,3,202312,202312,2023,12
101200002880,4,202312,202312,2023,12
101200002881,4,202312,202312,2023,12
101200002882,4,202312,202312,2023,12
101200002884,3,202312,202312,2023,12
101200002885,4,202312,202312,2023,12
101200002894,3,202312,202312,2023,12
101200002896,2,202312,202312,2023,12
101200002900,6,202312,202312,2023,12
101200002903,3,202312,202312,2023,12
101200002904,4,202312,202312,2023,12
101200002909,4,202312,202312,2023,12
101200002910,4,202312,202312,2023,12
101200002912,2,202312,202312,2023,12
101200002913,3,202312,202312,2023,12
101200002914,3,202312,202312,2023,12
101200002917,4,202312,202312,2023,12
101220003625,8,202312,202312,2023,12
101220003626,8,202312,202312,2023,12
101220003627,8,202312,202312,2023,12
101220003629,8,202312,202312,2023,12
101220003630,8,202312,202312,2023,12
101220003631,8,202312,202312,2023,12
101220003634,4,202312,202312,2023,12
101220003635,4,202312,202312,2023,12
101220003636,8,202312,202312,2023,12
101220003637,5,202312,202312,2023,12
101220003638,4,202312,202312,2023,12
101220003639,4,202312,202312,2023,12
101220003640,1,202312,202312,2023,12
101220003641,2,202312,202312,2023,12
101220003642,8,202312,202312,2023,12
101220003643,4,202312,202312,2023,12
101220003645,4,202312,202312,2023,12
101220003647,9,202312,202312,2023,12
101220003648,3,202312,202312,2023,12
101220003649,4,202312,202312,2023,12
101220003650,2,202312,202312,2023,12
101220003655,8,202312,202312,2023,12
101220003657,3,202312,202312,2023,12
101220003658,4,202312,202312,2023,12
101220003659,4,202312,202312,2023,12
101220003660,4,202312,202312,2023,12
101130002020,1,202312,202312,2023,12
101140002550,3,202312,202312,2023,12
101140002981,2,202312,202312,2023,12
101140002991,6,202312,202312,2023,12
101140002999,1,202312,202312,2023,12
101140003000,6,202312,202312,2023,12
101140003009,1,202312,202312,2023,12
101140003010,6,202312,202312,2023,12
101140003011,1,202312,202312,2023,12
101140003019,1,202312,202312,2023,12
101140003021,1,202312,202312,2023,12
101140003027,2,202312,202312,2023,12
101140003034,1,202312,202312,2023,12
101140003044,1,202312,202312,2023,12
101140003045,1,202312,202312,2023,12
101140003063,1,202312,202312,2023,12
101140003076,2,202312,202312,2023,12
101140003085,2,202312,202312,2023,12
101140003098,1,202312,202312,2023,12
101140003114,1,202312,202312,2023,12
101140003115,1,202312,202312,2023,12
101140003125,1,202312,202312,2023,12
101140003130,1,202312,202312,2023,12
101140003132,1,202312,202312,2023,12
101140003135,1,202312,202312,2023,12
101140003136,1,202312,202312,2023,12
101140003141,1,202312,202312,2023,12
101140003173,1,202312,202312,2023,12
101140003174,1,202312,202312,2023,12
101200002918,4,202312,202312,2023,12
101200002919,4,202312,202312,2023,12
101200002924,3,202312,202312,2023,12
101200002930,3,202312,202312,2023,12
101200002933,5,202312,202312,2023,12
101200002935,3,202312,202312,2023,12
101200002937,3,202312,202312,2023,12
101200002938,2,202312,202312,2023,12
101200002940,4,202312,202312,2023,12
101200002941,2,202312,202312,2023,12
101200002943,1,202312,202312,2023,12
101200002946,3,202312,202312,2023,12
101200002950,2,202312,202312,2023,12
101200002951,3,202312,202312,2023,12
101210003461,3,202312,202312,2023,12
101210003463,10,202312,202312,2023,12
101210003464,4,202312,202312,2023,12
101210003466,3,202312,202312,2023,12
101210003470,4,202312,202312,2023,12
101210003478,4,202312,202312,2023,12
101210003482,3,202312,202312,2023,12
101210003484,3,202312,202312,2023,12
101210003486,4,202312,202312,2023,12
101210003487,9,202312,202312,2023,12
101210003488,4,202312,202312,2023,12
101210003489,4,202312,202312,2023,12
101210003490,3,202312,202312,2023,12
101210003491,3,202312,202312,2023,12
101210003493,4,202312,202312,2023,12
101210003494,4,202312,202312,2023,12
101160005691,2,202312,202312,2023,12
101160005696,1,202312,202312,2023,12
101160005697,4,202312,202312,2023,12
101160005699,3,202312,202312,2023,12
101160005709,1,202312,202312,2023,12
101160005715,1,202312,202312,2023,12
101160005719,1,202312,202312,2023,12
101160005724,2,202312,202312,2023,12
101160005735,4,202312,202312,2023,12
101160005739,1,202312,202312,2023,12
101160005744,1,202312,202312,2023,12
101160005747,3,202312,202312,2023,12
101160005748,1,202312,202312,2023,12
101160005750,1,202312,202312,2023,12
101160005755,2,202312,202312,2023,12
101160005759,1,202312,202312,2023,12
101160005767,2,202312,202312,2023,12
101160005771,1,202312,202312,2023,12
101160005781,1,202312,202312,2023,12
101160005789,1,202312,202312,2023,12
101170000792,1,202312,202312,2023,12
101170002838,6,202312,202312,2023,12
101170002839,2,202312,202312,2023,12
101170002849,2,202312,202312,2023,12
101170002852,4,202312,202312,2023,12
101170002854,4,202312,202312,2023,12
101170002859,2,202312,202312,2023,12
101210003495,3,202312,202312,2023,12
101210003496,3,202312,202312,2023,12
101210003498,4,202312,202312,2023,12
101210003499,4,202312,202312,2023,12
101210003503,3,202312,202312,2023,12
101210003505,3,202312,202312,2023,12
101210003508,4,202312,202312,2023,12
101210003509,4,202312,202312,2023,12
101210003511,3,202312,202312,2023,12
101210003512,5,202312,202312,2023,12
101210003513,4,202312,202312,2023,12
101210003518,9,202312,202312,2023,12
101210003521,1,202312,202312,2023,12
101210003522,5,202312,202312,2023,12
101210003524,3,202312,202312,2023,12
101210003525,2,202312,202312,2023,12
101210003528,3,202312,202312,2023,12
101210003529,1,202312,202312,2023,12
101210003532,2,202312,202312,2023,12
101210003534,3,202312,202312,2023,12
101210003535,5,202312,202312,2023,12
101210003536,3,202312,202312,2023,12
101210003537,3,202312,202312,2023,12
101170002864,1,202312,202312,2023,12
101170002868,1,202312,202312,2023,12
101170002870,2,202312,202312,2023,12
101170002873,4,202312,202312,2023,12
101170002874,4,202312,202312,2023,12
101170002875,1,202312,202312,2023,12
101170002878,1,202312,202312,2023,12
101170002882,7,202312,202312,2023,12
101170002884,2,202312,202312,2023,12
101170002886,1,202312,202312,2023,12
101170002888,1,202312,202312,2023,12
101170002891,2,202312,202312,2023,12
101170002894,2,202312,202312,2023,12
101170002895,1,202312,202312,2023,12
101170002897,1,202312,202312,2023,12
101170002900,4,202312,202312,2023,12
101170002904,5,202312,202312,2023,12
101170002905,1,202312,202312,2023,12
101170002907,2,202312,202312,2023,12
101170002908,2,202312,202312,2023,12
101170002915,3,202312,202312,2023,12
101170002916,1,202312,202312,2023,12
101170002918,6,202312,202312,2023,12
101170002920,4,202312,202312,2023,12
101170002921,2,202312,202312,2023,12
101170002922,1,202312,202312,2023,12
101170002929,6,202312,202312,2023,12
101210003544,4,202312,202312,2023,12
101210003546,4,202312,202312,2023,12
101210003548,3,202312,202312,2023,12
101210003549,4,202312,202312,2023,12
101210003552,3,202312,202312,2023,12
101210003553,1,202312,202312,2023,12
101210003556,1,202312,202312,2023,12
101210003557,3,202312,202312,2023,12
101210003558,5,202312,202312,2023,12
101210003559,4,202312,202312,2023,12
101210003561,9,202312,202312,2023,12
101210003562,3,202312,202312,2023,12
101210003564,2,202312,202312,2023,12
101210003565,3,202312,202312,2023,12
101210003566,4,202312,202312,2023,12
101210003568,3,202312,202312,2023,12
101210003570,9,202312,202312,2023,12
101210003571,4,202312,202312,2023,12
101210003572,6,202312,202312,2023,12
101210003575,5,202312,202312,2023,12
101210003577,2,202312,202312,2023,12
101210003578,4,202312,202312,2023,12
101210003579,3,202312,202312,2023,12
101210003582,4,202312,202312,2023,12
101210003583,3,202312,202312,2023,12
101210003588,3,202312,202312,2023,12
101170002930,4,202312,202312,2023,12
101170002932,2,202312,202312,2023,12
101170002940,4,202312,202312,2023,12
101170002942,5,202312,202312,2023,12
101170002943,2,202312,202312,2023,12
101170002944,4,202312,202312,2023,12
101170002947,2,202312,202312,2023,12
101170002948,2,202312,202312,2023,12
101170002949,1,202312,202312,2023,12
101170002950,2,202312,202312,2023,12
101170002951,1,202312,202312,2023,12
101170002960,1,202312,202312,2023,12
101170002962,2,202312,202312,2023,12
101170002964,1,202312,202312,2023,12
101170002967,1,202312,202312,2023,12
101170002973,1,202312,202312,2023,12
101170002976,1,202312,202312,2023,12
101170002989,1,202312,202312,2023,12
101170002991,2,202312,202312,2023,12
101200002953,1,202312,202312,2023,12
101200002955,3,202312,202312,2023,12
101200002959,4,202312,202312,2023,12
101200002960,4,202312,202312,2023,12
101200002964,4,202312,202312,2023,12
101200002966,3,202312,202312,2023,12
101200002967,4,202312,202312,2023,12
101200002969,4,202312,202312,2023,12
101200002971,9,202312,202312,2023,12
101200002973,5,202312,202312,2023,12
101220003663,4,202312,202312,2023,12
101220003666,8,202312,202312,2023,12
101220003668,4,202312,202312,2023,12
101220003669,9,202312,202312,2023,12
101220003671,4,202312,202312,2023,12
101220003672,4,202312,202312,2023,12
101140003181,2,202312,202312,2023,12
101140003188,2,202312,202312,2023,12
101140003202,1,202312,202312,2023,12
101140003205,3,202312,202312,2023,12
101140003211,2,202312,202312,2023,12
101140003221,1,202312,202312,2023,12
101140003223,1,202312,202312,2023,12
101150002292,1,202312,202312,2023,12
101150002881,1,202312,202312,2023,12
101150002886,8,202312,202312,2023,12
101150002889,1,202312,202312,2023,12
101150002890,5,202312,202312,2023,12
101150002895,3,202312,202312,2023,12
101150002898,3,202312,202312,2023,12
101150002905,1,202312,202312,2023,12
101150002909,8,202312,202312,2023,12
101150002911,1,202312,202312,2023,12
101150002914,1,202312,202312,2023,12
101150002919,1,202312,202312,2023,12
101150002921,3,202312,202312,2023,12
101150002935,5,202312,202312,2023,12
101150002936,1,202312,202312,2023,12
101150002937,6,202312,202312,2023,12
101150002940,1,202312,202312,2023,12
101140003176,1,202312,202312,2023,12
101150002943,1,202312,202312,2023,12
101150002953,1,202312,202312,2023,12
101150002957,4,202312,202312,2023,12
101150002958,3,202312,202312,2023,12
101150002960,1,202312,202312,2023,12
101200002974,3,202312,202312,2023,12
101200002975,3,202312,202312,2023,12
101200002982,1,202312,202312,2023,12
101200002984,3,202312,202312,2023,12
101200002990,4,202312,202312,2023,12
101200002991,1,202312,202312,2023,12
101200002994,3,202312,202312,2023,12
101200002996,9,202312,202312,2023,12
101200002998,4,202312,202312,2023,12
101200003002,3,202312,202312,2023,12
101200003003,4,202312,202312,2023,12
101200003005,4,202312,202312,2023,12
101200003009,1,202312,202312,2023,12
101200003011,3,202312,202312,2023,12
101200003012,9,202312,202312,2023,12
101200003017,3,202312,202312,2023,12
101200003021,1,202312,202312,2023,12
101200003022,3,202312,202312,2023,12
101200003023,3,202312,202312,2023,12
101200003027,1,202312,202312,2023,12
101200003029,4,202312,202312,2023,12
101200003032,4,202312,202312,2023,12
101150002969,3,202312,202312,2023,12
101150002978,7,202312,202312,2023,12
101150002989,1,202312,202312,2023,12
101150003011,1,202312,202312,2023,12
101150003017,1,202312,202312,2023,12
101150003025,1,202312,202312,2023,12
101150003044,1,202312,202312,2023,12
101150003073,1,202312,202312,2023,12
101150003079,4,202312,202312,2023,12
101150003080,1,202312,202312,2023,12
101150003083,1,202312,202312,2023,12
101150003086,1,202312,202312,2023,12
101150003101,2,202312,202312,2023,12
101150003154,1,202312,202312,2023,12
101150003155,1,202312,202312,2023,12
101150003157,1,202312,202312,2023,12
101150003171,1,202312,202312,2023,12
101150003174,1,202312,202312,2023,12
101150003179,3,202312,202312,2023,12
101150003184,1,202312,202312,2023,12
101150003187,1,202312,202312,2023,12
101200003062,2,202312,202312,2023,12
101200003067,3,202312,202312,2023,12
101200003072,4,202312,202312,2023,12
101200003073,4,202312,202312,2023,12
101200003074,4,202312,202312,2023,12
101200003076,3,202312,202312,2023,12
101200003081,3,202312,202312,2023,12
101200003083,4,202312,202312,2023,12
101200003034,4,202312,202312,2023,12
101200003038,3,202312,202312,2023,12
101200003039,3,202312,202312,2023,12
101200003041,8,202312,202312,2023,12
101200003042,4,202312,202312,2023,12
101200003045,3,202312,202312,2023,12
101200003046,4,202312,202312,2023,12
101200003048,3,202312,202312,2023,12
101200003049,2,202312,202312,2023,12
101200003050,4,202312,202312,2023,12
101200003054,4,202312,202312,2023,12
101200003056,4,202312,202312,2023,12
101200003057,3,202312,202312,2023,12
101200003059,4,202312,202312,2023,12
101200003086,5,202312,202312,2023,12
101200003087,3,202312,202312,2023,12
101150003209,1,202312,202312,2023,12
101150003211,1,202312,202312,2023,12
101150003228,1,202312,202312,2023,12
101150003230,1,202312,202312,2023,12
101160003425,6,202312,202312,2023,12
101160003575,1,202312,202312,2023,12
101160003594,1,202312,202312,2023,12
101160003596,1,202312,202312,2023,12
101160003921,1,202312,202312,2023,12
101160004335,2,202312,202312,2023,12
101160004643,1,202312,202312,2023,12
101160004652,1,202312,202312,2023,12
101160004665,2,202312,202312,2023,12
101160004757,1,202312,202312,2023,12
101160004862,2,202312,202312,2023,12
101160005158,4,202312,202312,2023,12
101160005167,1,202312,202312,2023,12
101160005168,1,202312,202312,2023,12
101160005498,3,202312,202312,2023,12
101160005539,1,202312,202312,2023,12
101160005541,4,202312,202312,2023,12
101160005552,1,202312,202312,2023,12
101160005553,1,202312,202312,2023,12
101160005556,4,202312,202312,2023,12
101160005557,2,202312,202312,2023,12
101160005563,1,202312,202312,2023,12
101200003088,5,202312,202312,2023,12
101200003089,3,202312,202312,2023,12
101200003091,3,202312,202312,2023,12
101200003092,1,202312,202312,2023,12
101200003093,5,202312,202312,2023,12
101200003095,3,202312,202312,2023,12
101200003096,4,202312,202312,2023,12
101210003263,4,202312,202312,2023,12
101210003400,3,202312,202312,2023,12
101210003402,4,202312,202312,2023,12
101210003404,3,202312,202312,2023,12
101210003405,4,202312,202312,2023,12
101210003409,4,202312,202312,2023,12
101210003415,4,202312,202312,2023,12
101210003421,3,202312,202312,2023,12
101210003422,4,202312,202312,2023,12
101210003424,4,202312,202312,2023,12
101210003428,1,202312,202312,2023,12
101210003429,4,202312,202312,2023,12
101210003430,3,202312,202312,2023,12
101210003431,1,202312,202312,2023,12
101210003436,4,202312,202312,2023,12
101210003438,3,202312,202312,2023,12
101160005565,1,202312,202312,2023,12
101160005567,2,202312,202312,2023,12
101160005568,1,202312,202312,2023,12
101160005582,1,202312,202312,2023,12
101160005587,1,202312,202312,2023,12
101160005589,1,202312,202312,2023,12
101160005590,1,202312,202312,2023,12
101160005592,2,202312,202312,2023,12
101160005600,2,202312,202312,2023,12
101160005609,2,202312,202312,2023,12
101160005612,1,202312,202312,2023,12
101160005617,2,202312,202312,2023,12
101160005621,7,202312,202312,2023,12
101160005623,1,202312,202312,2023,12
101160005624,2,202312,202312,2023,12
101160005628,1,202312,202312,2023,12
101160005629,2,202312,202312,2023,12
101160005638,2,202312,202312,2023,12
101160005641,2,202312,202312,2023,12
101160005645,6,202312,202312,2023,12
