N°,Classe,Année,Année_str,Year,Month
101240003353,4,202412,202412,2024,12
101240003355,8,202412,202412,2024,12
101240003360,8,202412,202412,2024,12
101240003362,8,202412,202412,2024,12
101240003365,4,202412,202412,2024,12
101240003363,2,202412,202412,2024,12
101240003364,8,202412,202412,2024,12
101240003376,8,202412,202412,2024,12
101240003370,8,202412,202412,2024,12
101240003375,8,202412,202412,2024,12
101240003373,4,202412,202412,2024,12
101240003382,8,202412,202412,2024,12
101240003381,8,202412,202412,2024,12
101240003378,8,202412,202412,2024,12
101240003380,8,202412,202412,2024,12
101240003394,4,202412,202412,2024,12
101240003393,5,202412,202412,2024,12
101240003390,6,202412,202412,2024,12
101240003388,8,202412,202412,2024,12
101240003392,4,202412,202412,2024,12
101240003389,4,202412,202412,2024,12
101240003399,4,202412,202412,2024,12
101240003398,4,202412,202412,2024,12
101240003401,8,202412,202412,2024,12
101240003404,4,202412,202412,2024,12
101240003402,8,202412,202412,2024,12
101240003405,8,202412,202412,2024,12
101240003411,8,202412,202412,2024,12
101240003409,8,202412,202412,2024,12
101240003413,8,202412,202412,2024,12
101240003414,8,202412,202412,2024,12
101190003369,4,202412,202412,2024,12
101190003372,2,202412,202412,2024,12
101190003375,2,202412,202412,2024,12
101190003387,4,202412,202412,2024,12
101190003388,3,202412,202412,2024,12
101190003390,2,202412,202412,2024,12
101190003400,3,202412,202412,2024,12
101190003401,2,202412,202412,2024,12
101190003406,3,202412,202412,2024,12
101190003411,5,202412,202412,2024,12
101190003418,2,202412,202412,2024,12
101190003420,2,202412,202412,2024,12
101190003430,1,202412,202412,2024,12
101190003431,2,202412,202412,2024,12
101190003433,3,202412,202412,2024,12
101190003434,1,202412,202412,2024,12
101190003435,1,202412,202412,2024,12
101190003441,3,202412,202412,2024,12
101190003443,3,202412,202412,2024,12
101190003447,5,202412,202412,2024,12
101190003448,3,202412,202412,2024,12
101190003449,2,202412,202412,2024,12
101190003451,1,202412,202412,2024,12
101190003455,3,202412,202412,2024,12
101220003624,4,202412,202412,2024,12
101220003625,4,202412,202412,2024,12
101220003626,4,202412,202412,2024,12
101220003627,4,202412,202412,2024,12
101220003629,4,202412,202412,2024,12
101220003630,4,202412,202412,2024,12
101220003631,4,202412,202412,2024,12
101220003634,3,202412,202412,2024,12
101220003635,3,202412,202412,2024,12
101220003636,4,202412,202412,2024,12
101220003637,5,202412,202412,2024,12
101220003638,3,202412,202412,2024,12
101220003640,2,202412,202412,2024,12
101220003641,1,202412,202412,2024,12
101220003642,4,202412,202412,2024,12
101220003643,3,202412,202412,2024,12
101220003647,10,202412,202412,2024,12
101220003648,4,202412,202412,2024,12
101220003650,1,202412,202412,2024,12
101220003655,4,202412,202412,2024,12
101220003658,3,202412,202412,2024,12
101220003659,3,202412,202412,2024,12
101220003660,3,202412,202412,2024,12
101220003663,3,202412,202412,2024,12
101220003666,4,202412,202412,2024,12
101190003368,2,202412,202412,2024,12
101110000303,3,202412,202412,2024,12
101110000312,1,202412,202412,2024,12
101110000314,2,202412,202412,2024,12
101110000333,1,202412,202412,2024,12
101110000338,1,202412,202412,2024,12
101110000340,1,202412,202412,2024,12
101110000341,1,202412,202412,2024,12
101110002137,1,202412,202412,2024,12
101110002191,2,202412,202412,2024,12
101110002664,1,202412,202412,2024,12
101110002665,1,202412,202412,2024,12
101120000272,2,202412,202412,2024,12
101120000281,1,202412,202412,2024,12
101120000282,1,202412,202412,2024,12
101120001215,5,202412,202412,2024,12
101120001216,1,202412,202412,2024,12
101120001217,1,202412,202412,2024,12
101120001319,1,202412,202412,2024,12
101120001321,1,202412,202412,2024,12
101120001328,2,202412,202412,2024,12
101120001343,1,202412,202412,2024,12
101120001346,1,202412,202412,2024,12
101120001429,5,202412,202412,2024,12
101120001913,2,202412,202412,2024,12
101120002374,4,202412,202412,2024,12
101120002385,1,202412,202412,2024,12
101120002390,4,202412,202412,2024,12
101120002396,1,202412,202412,2024,12
101120002397,1,202412,202412,2024,12
101120003338,1,202412,202412,2024,12
101120003441,1,202412,202412,2024,12
101120003470,1,202412,202412,2024,12
101120003473,1,202412,202412,2024,12
101120003475,1,202412,202412,2024,12
101120003486,1,202412,202412,2024,12
101120003505,5,202412,202412,2024,12
101120003532,1,202412,202412,2024,12
101190003466,3,202412,202412,2024,12
101190003471,3,202412,202412,2024,12
101190003474,5,202412,202412,2024,12
101190003479,2,202412,202412,2024,12
101190003480,5,202412,202412,2024,12
101190003482,3,202412,202412,2024,12
101190003485,4,202412,202412,2024,12
101190003490,2,202412,202412,2024,12
101190003494,4,202412,202412,2024,12
101190003496,3,202412,202412,2024,12
101190003498,3,202412,202412,2024,12
101190003501,2,202412,202412,2024,12
101190003508,3,202412,202412,2024,12
101190003510,4,202412,202412,2024,12
101190003513,1,202412,202412,2024,12
101190003515,3,202412,202412,2024,12
101190003516,3,202412,202412,2024,12
101190003518,3,202412,202412,2024,12
101190003520,4,202412,202412,2024,12
101190003524,2,202412,202412,2024,12
101190003526,2,202412,202412,2024,12
101190003527,3,202412,202412,2024,12
101190003528,2,202412,202412,2024,12
101190003534,2,202412,202412,2024,12
101200002708,1,202412,202412,2024,12
101200002819,2,202412,202412,2024,12
101220003668,3,202412,202412,2024,12
101220003669,10,202412,202412,2024,12
101220003672,3,202412,202412,2024,12
101230003092,2,202412,202412,2024,12
101230003093,3,202412,202412,2024,12
101230003111,4,202412,202412,2024,12
101230003112,4,202412,202412,2024,12
101230003114,3,202412,202412,2024,12
101230003115,4,202412,202412,2024,12
101230003118,4,202412,202412,2024,12
101230003119,4,202412,202412,2024,12
101230003120,4,202412,202412,2024,12
101230003124,4,202412,202412,2024,12
101230003127,4,202412,202412,2024,12
101230003128,4,202412,202412,2024,12
101230003131,8,202412,202412,2024,12
101230003132,8,202412,202412,2024,12
101230003138,4,202412,202412,2024,12
101230003139,8,202412,202412,2024,12
101230003140,4,202412,202412,2024,12
101230003141,3,202412,202412,2024,12
101230003142,8,202412,202412,2024,12
101230003144,2,202412,202412,2024,12
101200002830,1,202412,202412,2024,12
101200002847,3,202412,202412,2024,12
101200002848,2,202412,202412,2024,12
101200002852,3,202412,202412,2024,12
101200002854,3,202412,202412,2024,12
101200002856,3,202412,202412,2024,12
101200002859,3,202412,202412,2024,12
101200002863,1,202412,202412,2024,12
101200002865,2,202412,202412,2024,12
101200002866,1,202412,202412,2024,12
101200002867,4,202412,202412,2024,12
101200002868,2,202412,202412,2024,12
101200002869,2,202412,202412,2024,12
101200002871,3,202412,202412,2024,12
101200002875,2,202412,202412,2024,12
101200002880,3,202412,202412,2024,12
101200002885,3,202412,202412,2024,12
101200002894,2,202412,202412,2024,12
101200002896,2,202412,202412,2024,12
101200002900,5,202412,202412,2024,12
101200002903,2,202412,202412,2024,12
101200002904,3,202412,202412,2024,12
101230003146,2,202412,202412,2024,12
101230003148,8,202412,202412,2024,12
101230003149,4,202412,202412,2024,12
101230003150,8,202412,202412,2024,12
101230003151,4,202412,202412,2024,12
101230003153,4,202412,202412,2024,12
101230003157,4,202412,202412,2024,12
101230003158,4,202412,202412,2024,12
101230003160,4,202412,202412,2024,12
101230003162,4,202412,202412,2024,12
101230003163,8,202412,202412,2024,12
101230003164,3,202412,202412,2024,12
101230003167,8,202412,202412,2024,12
101230003168,4,202412,202412,2024,12
101230003169,5,202412,202412,2024,12
101230003172,8,202412,202412,2024,12
101230003174,4,202412,202412,2024,12
101210003626,8,202412,202412,2024,12
101210003629,8,202412,202412,2024,12
101210003630,3,202412,202412,2024,12
101210003632,3,202412,202412,2024,12
101210003643,4,202412,202412,2024,12
101210003644,9,202412,202412,2024,12
101210003645,3,202412,202412,2024,12
101210003646,3,202412,202412,2024,12
101210003647,5,202412,202412,2024,12
101210003650,4,202412,202412,2024,12
101210003653,9,202412,202412,2024,12
101210003654,10,202412,202412,2024,12
101210003655,2,202412,202412,2024,12
101210003659,2,202412,202412,2024,12
101210003660,4,202412,202412,2024,12
101210003662,3,202412,202412,2024,12
101210003668,4,202412,202412,2024,12
101210003669,3,202412,202412,2024,12
101210003674,3,202412,202412,2024,12
101210003675,4,202412,202412,2024,12
101210003676,4,202412,202412,2024,12
101210003685,6,202412,202412,2024,12
101210003686,4,202412,202412,2024,12
101220003373,3,202412,202412,2024,12
101220003380,3,202412,202412,2024,12
101220003382,2,202412,202412,2024,12
101220003383,3,202412,202412,2024,12
101220003387,5,202412,202412,2024,12
101220003389,3,202412,202412,2024,12
101220003390,3,202412,202412,2024,12
101220003392,4,202412,202412,2024,12
101220003393,4,202412,202412,2024,12
101220003394,1,202412,202412,2024,12
101220003396,4,202412,202412,2024,12
101220003399,4,202412,202412,2024,12
101220003400,4,202412,202412,2024,12
101220003403,4,202412,202412,2024,12
101220003405,4,202412,202412,2024,12
101220003406,3,202412,202412,2024,12
101220003408,4,202412,202412,2024,12
101220003410,3,202412,202412,2024,12
101220003411,5,202412,202412,2024,12
101220003413,4,202412,202412,2024,12
101220003414,3,202412,202412,2024,12
101220003416,4,202412,202412,2024,12
101220003418,3,202412,202412,2024,12
101220003419,4,202412,202412,2024,12
101220003426,9,202412,202412,2024,12
101220003429,4,202412,202412,2024,12
101220003431,3,202412,202412,2024,12
101220003433,4,202412,202412,2024,12
101220003437,3,202412,202412,2024,12
101220003439,3,202412,202412,2024,12
101220003442,2,202412,202412,2024,12
101220003443,3,202412,202412,2024,12
101220003445,4,202412,202412,2024,12
101220003447,3,202412,202412,2024,12
101220003448,3,202412,202412,2024,12
101220003450,3,202412,202412,2024,12
101220003451,5,202412,202412,2024,12
101220003458,3,202412,202412,2024,12
101220003459,3,202412,202412,2024,12
101220003460,4,202412,202412,2024,12
101220003462,9,202412,202412,2024,12
101220003463,3,202412,202412,2024,12
101220003464,4,202412,202412,2024,12
101220003465,1,202412,202412,2024,12
101220003466,3,202412,202412,2024,12
101220003467,3,202412,202412,2024,12
101220003468,3,202412,202412,2024,12
101220003469,4,202412,202412,2024,12
101220003470,3,202412,202412,2024,12
101220003471,3,202412,202412,2024,12
101220003472,3,202412,202412,2024,12
101220003474,3,202412,202412,2024,12
101220003475,3,202412,202412,2024,12
101220003476,3,202412,202412,2024,12
101220003477,4,202412,202412,2024,12
101220003478,6,202412,202412,2024,12
101220003482,4,202412,202412,2024,12
101220003483,5,202412,202412,2024,12
101220003484,3,202412,202412,2024,12
101220003487,4,202412,202412,2024,12
101220003489,3,202412,202412,2024,12
101220003493,4,202412,202412,2024,12
101220003499,4,202412,202412,2024,12
101220003502,3,202412,202412,2024,12
101220003503,1,202412,202412,2024,12
101220003504,3,202412,202412,2024,12
101220003507,3,202412,202412,2024,12
101220003508,4,202412,202412,2024,12
101220003509,4,202412,202412,2024,12
101220003510,3,202412,202412,2024,12
101220003513,4,202412,202412,2024,12
101220003518,3,202412,202412,2024,12
101220003521,4,202412,202412,2024,12
101220003522,3,202412,202412,2024,12
101220003523,1,202412,202412,2024,12
101220003524,4,202412,202412,2024,12
101220003525,3,202412,202412,2024,12
101220003526,4,202412,202412,2024,12
101220003529,4,202412,202412,2024,12
101220003541,4,202412,202412,2024,12
101220003542,3,202412,202412,2024,12
101220003543,4,202412,202412,2024,12
101220003544,4,202412,202412,2024,12
101220003547,3,202412,202412,2024,12
101220003548,3,202412,202412,2024,12
101220003552,3,202412,202412,2024,12
101220003554,1,202412,202412,2024,12
101220003560,8,202412,202412,2024,12
101220003561,3,202412,202412,2024,12
101220003562,4,202412,202412,2024,12
101220003563,4,202412,202412,2024,12
101220003567,9,202412,202412,2024,12
101220003572,3,202412,202412,2024,12
101220003573,3,202412,202412,2024,12
101180003118,2,202412,202412,2024,12
101180003126,10,202412,202412,2024,12
101180003131,3,202412,202412,2024,12
101180003135,4,202412,202412,2024,12
101180003138,2,202412,202412,2024,12
101180003139,1,202412,202412,2024,12
101180003142,1,202412,202412,2024,12
101180003143,2,202412,202412,2024,12
101180003148,2,202412,202412,2024,12
101180003153,2,202412,202412,2024,12
101180003162,1,202412,202412,2024,12
101180003166,1,202412,202412,2024,12
101180003168,1,202412,202412,2024,12
101180003169,2,202412,202412,2024,12
101180003173,2,202412,202412,2024,12
101190003279,1,202412,202412,2024,12
101190003322,1,202412,202412,2024,12
101190003337,3,202412,202412,2024,12
101190003339,3,202412,202412,2024,12
101190003343,2,202412,202412,2024,12
101190003344,2,202412,202412,2024,12
101190003351,3,202412,202412,2024,12
101190003355,6,202412,202412,2024,12
101190003358,2,202412,202412,2024,12
101190003361,3,202412,202412,2024,12
101190003365,3,202412,202412,2024,12
101220003574,3,202412,202412,2024,12
101220003577,3,202412,202412,2024,12
101220003578,4,202412,202412,2024,12
101220003580,4,202412,202412,2024,12
101220003581,4,202412,202412,2024,12
101220003582,9,202412,202412,2024,12
101220003589,5,202412,202412,2024,12
101220003593,4,202412,202412,2024,12
101220003594,4,202412,202412,2024,12
101220003595,3,202412,202412,2024,12
101220003599,1,202412,202412,2024,12
101220003602,5,202412,202412,2024,12
101220003603,4,202412,202412,2024,12
101220003605,4,202412,202412,2024,12
101220003606,4,202412,202412,2024,12
101220003607,4,202412,202412,2024,12
101220003608,3,202412,202412,2024,12
101220003609,1,202412,202412,2024,12
101220003610,4,202412,202412,2024,12
101220003613,4,202412,202412,2024,12
101220003623,4,202412,202412,2024,12
101230003175,4,202412,202412,2024,12
101230003177,2,202412,202412,2024,12
101230003179,4,202412,202412,2024,12
101230003181,4,202412,202412,2024,12
101230003182,3,202412,202412,2024,12
101230003184,3,202412,202412,2024,12
101200002909,3,202412,202412,2024,12
101200002910,3,202412,202412,2024,12
101200002912,2,202412,202412,2024,12
101200002913,2,202412,202412,2024,12
101200002914,3,202412,202412,2024,12
101200002917,5,202412,202412,2024,12
101200002918,4,202412,202412,2024,12
101200002924,2,202412,202412,2024,12
101200002930,2,202412,202412,2024,12
101200002933,7,202412,202412,2024,12
101200002935,2,202412,202412,2024,12
101200002937,2,202412,202412,2024,12
101200002938,2,202412,202412,2024,12
101200002940,5,202412,202412,2024,12
101200002941,1,202412,202412,2024,12
101200002943,1,202412,202412,2024,12
101200002946,2,202412,202412,2024,12
101200002951,2,202412,202412,2024,12
101200002955,2,202412,202412,2024,12
101200002959,3,202412,202412,2024,12
101200002960,3,202412,202412,2024,12
101200002966,5,202412,202412,2024,12
101200002967,3,202412,202412,2024,12
101230003187,4,202412,202412,2024,12
101230003188,8,202412,202412,2024,12
101230003189,8,202412,202412,2024,12
101230003190,4,202412,202412,2024,12
101230003193,4,202412,202412,2024,12
101230003195,4,202412,202412,2024,12
101230003196,4,202412,202412,2024,12
101230003197,4,202412,202412,2024,12
101230003198,3,202412,202412,2024,12
101230003202,4,202412,202412,2024,12
101230003203,8,202412,202412,2024,12
101230003204,4,202412,202412,2024,12
101230003205,4,202412,202412,2024,12
101230003206,9,202412,202412,2024,12
101230003208,10,202412,202412,2024,12
101230003209,4,202412,202412,2024,12
101230003210,8,202412,202412,2024,12
101230003211,2,202412,202412,2024,12
101230003214,8,202412,202412,2024,12
101230003215,4,202412,202412,2024,12
101230003218,4,202412,202412,2024,12
101230003219,4,202412,202412,2024,12
101230003221,8,202412,202412,2024,12
101230003222,8,202412,202412,2024,12
101230003223,4,202412,202412,2024,12
101200002971,8,202412,202412,2024,12
101200002974,2,202412,202412,2024,12
101200002975,2,202412,202412,2024,12
101200002982,1,202412,202412,2024,12
101200002984,3,202412,202412,2024,12
101200002990,3,202412,202412,2024,12
101200002991,1,202412,202412,2024,12
101200002994,2,202412,202412,2024,12
101200002996,8,202412,202412,2024,12
101200002998,4,202412,202412,2024,12
101200003002,2,202412,202412,2024,12
101200003003,3,202412,202412,2024,12
101200003005,3,202412,202412,2024,12
101200003011,2,202412,202412,2024,12
101200003012,8,202412,202412,2024,12
101200003017,2,202412,202412,2024,12
101200003021,1,202412,202412,2024,12
101200003022,3,202412,202412,2024,12
101200003023,2,202412,202412,2024,12
101200003027,1,202412,202412,2024,12
101200003029,3,202412,202412,2024,12
101200003032,3,202412,202412,2024,12
101230003225,4,202412,202412,2024,12
101230003226,5,202412,202412,2024,12
101230003228,8,202412,202412,2024,12
101230003230,4,202412,202412,2024,12
101230003231,4,202412,202412,2024,12
101230003232,4,202412,202412,2024,12
101230003233,8,202412,202412,2024,12
101230003234,3,202412,202412,2024,12
101230003235,4,202412,202412,2024,12
101230003237,4,202412,202412,2024,12
101230003238,3,202412,202412,2024,12
101230003239,10,202412,202412,2024,12
101230003240,4,202412,202412,2024,12
101230003243,8,202412,202412,2024,12
101230003245,2,202412,202412,2024,12
101230003247,4,202412,202412,2024,12
101230003248,4,202412,202412,2024,12
101230003249,4,202412,202412,2024,12
101230003250,3,202412,202412,2024,12
101230003251,8,202412,202412,2024,12
101230003253,4,202412,202412,2024,12
101230003254,8,202412,202412,2024,12
101230003255,1,202412,202412,2024,12
101230003258,8,202412,202412,2024,12
101230003259,1,202412,202412,2024,12
101230003260,4,202412,202412,2024,12
101200003034,3,202412,202412,2024,12
101200003038,2,202412,202412,2024,12
101200003039,2,202412,202412,2024,12
101200003041,8,202412,202412,2024,12
101200003042,3,202412,202412,2024,12
101200003045,2,202412,202412,2024,12
101200003048,2,202412,202412,2024,12
101200003049,2,202412,202412,2024,12
101200003050,5,202412,202412,2024,12
101200003057,2,202412,202412,2024,12
101200003059,3,202412,202412,2024,12
101200003067,2,202412,202412,2024,12
101200003072,4,202412,202412,2024,12
101200003073,3,202412,202412,2024,12
101200003074,3,202412,202412,2024,12
101200003076,2,202412,202412,2024,12
101200003081,2,202412,202412,2024,12
101200003083,3,202412,202412,2024,12
101200003086,5,202412,202412,2024,12
101200003089,2,202412,202412,2024,12
101200003091,2,202412,202412,2024,12
101200003093,4,202412,202412,2024,12
101200003095,2,202412,202412,2024,12
101200003096,3,202412,202412,2024,12
101230003263,8,202412,202412,2024,12
101230003264,5,202412,202412,2024,12
101230003266,4,202412,202412,2024,12
101230003267,4,202412,202412,2024,12
101230003273,4,202412,202412,2024,12
101230003274,8,202412,202412,2024,12
101230003277,8,202412,202412,2024,12
101230003279,4,202412,202412,2024,12
101230003280,4,202412,202412,2024,12
101230003281,4,202412,202412,2024,12
101230003282,8,202412,202412,2024,12
101230003283,4,202412,202412,2024,12
101230003284,5,202412,202412,2024,12
101230003289,4,202412,202412,2024,12
101230003291,8,202412,202412,2024,12
101230003292,4,202412,202412,2024,12
101230003295,8,202412,202412,2024,12
101230003299,4,202412,202412,2024,12
101230003300,4,202412,202412,2024,12
101230003304,8,202412,202412,2024,12
101230003305,4,202412,202412,2024,12
101230003309,4,202412,202412,2024,12
101210003263,3,202412,202412,2024,12
101210003400,3,202412,202412,2024,12
101210003402,4,202412,202412,2024,12
101210003404,3,202412,202412,2024,12
101210003405,4,202412,202412,2024,12
101210003409,4,202412,202412,2024,12
101210003415,4,202412,202412,2024,12
101210003421,3,202412,202412,2024,12
101210003422,4,202412,202412,2024,12
101210003424,4,202412,202412,2024,12
101210003428,1,202412,202412,2024,12
101210003429,4,202412,202412,2024,12
101210003430,3,202412,202412,2024,12
101210003431,1,202412,202412,2024,12
101210003436,4,202412,202412,2024,12
101210003438,5,202412,202412,2024,12
101210003442,2,202412,202412,2024,12
101210003443,8,202412,202412,2024,12
101210003444,3,202412,202412,2024,12
101210003445,3,202412,202412,2024,12
101210003448,3,202412,202412,2024,12
101210003450,4,202412,202412,2024,12
101210003454,4,202412,202412,2024,12
101210003456,3,202412,202412,2024,12
101230003311,3,202412,202412,2024,12
101230003312,4,202412,202412,2024,12
101230003313,2,202412,202412,2024,12
101230003314,8,202412,202412,2024,12
101230003315,4,202412,202412,2024,12
101230003316,4,202412,202412,2024,12
101230003317,4,202412,202412,2024,12
101230003318,4,202412,202412,2024,12
101230003319,4,202412,202412,2024,12
101230003320,4,202412,202412,2024,12
101230003321,4,202412,202412,2024,12
101230003322,4,202412,202412,2024,12
101230003323,8,202412,202412,2024,12
101230003326,4,202412,202412,2024,12
101230003327,4,202412,202412,2024,12
101230003328,3,202412,202412,2024,12
101230003330,8,202412,202412,2024,12
101230003335,3,202412,202412,2024,12
101230003336,8,202412,202412,2024,12
101230003337,4,202412,202412,2024,12
101230003338,4,202412,202412,2024,12
101230003340,4,202412,202412,2024,12
101230003341,4,202412,202412,2024,12
101230003342,4,202412,202412,2024,12
101230003344,8,202412,202412,2024,12
101210003461,3,202412,202412,2024,12
101210003463,9,202412,202412,2024,12
101210003464,4,202412,202412,2024,12
101210003466,3,202412,202412,2024,12
101210003470,4,202412,202412,2024,12
101210003478,4,202412,202412,2024,12
101210003482,3,202412,202412,2024,12
101210003484,2,202412,202412,2024,12
101210003487,9,202412,202412,2024,12
101210003488,4,202412,202412,2024,12
101210003489,4,202412,202412,2024,12
101210003491,3,202412,202412,2024,12
101210003493,5,202412,202412,2024,12
101210003494,4,202412,202412,2024,12
101210003495,3,202412,202412,2024,12
101210003496,3,202412,202412,2024,12
101210003498,4,202412,202412,2024,12
101210003503,3,202412,202412,2024,12
101210003505,3,202412,202412,2024,12
101210003508,4,202412,202412,2024,12
101210003509,4,202412,202412,2024,12
101210003511,3,202412,202412,2024,12
101230003345,4,202412,202412,2024,12
101230003346,1,202412,202412,2024,12
101230003347,4,202412,202412,2024,12
101230003350,1,202412,202412,2024,12
101230003351,8,202412,202412,2024,12
101230003354,4,202412,202412,2024,12
101230003355,8,202412,202412,2024,12
101230003356,8,202412,202412,2024,12
101230003357,4,202412,202412,2024,12
101230003359,8,202412,202412,2024,12
101230003360,4,202412,202412,2024,12
101230003363,8,202412,202412,2024,12
101230003364,4,202412,202412,2024,12
101230003366,8,202412,202412,2024,12
101230003367,9,202412,202412,2024,12
101230003368,4,202412,202412,2024,12
101230003370,8,202412,202412,2024,12
101230003371,8,202412,202412,2024,12
101190003478,2,202412,202412,2024,12
101210003512,6,202412,202412,2024,12
101210003513,4,202412,202412,2024,12
101210003518,9,202412,202412,2024,12
101210003521,2,202412,202412,2024,12
101210003522,5,202412,202412,2024,12
101210003524,3,202412,202412,2024,12
101210003525,2,202412,202412,2024,12
101210003528,3,202412,202412,2024,12
101210003529,1,202412,202412,2024,12
101210003532,2,202412,202412,2024,12
101210003534,3,202412,202412,2024,12
